"";"study.es";"study";"year";"country";"rob";"disorder";"therapy";"patient";"improved.ig";"n.ig";"improved.cg";"n.cg";"plogit.ig";"se.plogit.ig";"plogit.cg";"se.plogit.cg";"logrr";"se.logrr";"reference"
"137";"Anderson,2007 - ind";"Anderson,2007";2007;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";4;21;1;17;-1,44691898293633;0,555718930226211;-2,77258872223978;1,03077640640442;0,892760234463961;0,886134529199181;"Anderson RA, Rees CS. Group versus individual cognitive-behavioural treatment for obsessive-compulsive disorder: a controlled trial. Behav Res Ther. 2007;45(1):123-37."
"138";"Braga,2016";"Braga,2016";2016;"Europe";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";29;61;2;42;-0,0984400728132525;0,256384006171777;-2,99573227355399;0,724568837309472;2,09856643258952;0,627780798303368;"Braga DT, Abramovitch A, Fontenelle LF, Ferrão YA, Gomes JB, Vivan AS, et al. NEUROPSYCHOLOGICAL PREDICTORS OF TREATMENT RESPONSE TO COGNITIVE BEHAVIORAL GROUP THERAPY IN OBSESSIVE-COMPULSIVE DISORDER. Depress Anxiety. 2016;33(9):848-61."
"139";"Challacombe,2017";"Challacombe,2017";2017;"Europe";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";8;17;1;17;-0,117783035656384;0,485912657903775;-2,77258872223978;1,03077640640442;1,73460105538811;0,818552387574846;"Challacombe FL, Salkovskis PM, Woolgar M, Wilkinson EL, Read J, Acheson R. A pilot randomized controlled trial of time-intensive cognitive–behaviour therapy for postpartum obsessive–compulsive disorder: Effects on maternal symptoms, mother–infant interactions and attachment. Psychological Medicine. 2017;47(8):1478-88."
"140";"Cordioli,2003";"Cordioli,2003";2003;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";9;23;1;24;-0,441832752279039;0,427246629641104;-3,13549421592915;1,0215078369105;1,8874993868989;0,829795340154082;"Cordioli AV, Heldt E, Bochi DB, Margis R, De Sousa MB, Tonello JF, et al. Cognitive-behavioral group therapy in obsessive-compulsive disorder: A randomized clinical trial. Psychotherapy and Psychosomatics. 2003;72(4):211-6."
"141";"Foa,2005";"Foa,2005";2005;"North America";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";12;29;1;26;-0,348306694268216;0,377036951431949;-3,2188758248682;1,01980390271856;2,01301800584649;0,82160362251229;"Foa EB, Liebowitz MR, Kozak MJ, Davies S, Campeas R, Franklin ME, et al. Randomized, placebo-controlled trial of exposure and ritual prevention, clomipramine, and their combination in the treatment of obsessive-compulsive disorder. Am J Psychiatry. 2005;162(1):151-61."
"142";"Freeston,1997";"Freeston,1997";1997;"North America";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";8;15;0;14;0,133531392624523;0,517549169506766;-3,36729582998647;1,43838990445615;2,76652196955754;1,40860406521843;"Freeston MH, Ladouceur R, Gagnon F, Thibodeau N, Rhéaume J, Letarte H, et al. Cognitive-behavioral treatment of obsessive thoughts: a controlled study. J Consult Clin Psychol. 1997;65(3):405-13."
"143";"Gomes,2016";"Gomes,2016";2016;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";23;52;1;46;-0,231801614057324;0,279215005847205;-3,80666248977032;1,01105005920687;2,63017445603768;0,817720528520792;"Gomes JB, Cordioli AV, Bortoncello CF, Braga DT, Gonçalves F, Heldt E. Impact of cognitive-behavioral group therapy for obsessive-compulsive disorder on family accommodation: A randomized clinical trial. Psychiatry Res. 2016;246:70-6."
"144";"Herbst,2014";"Herbst,2014";2014;"Europe";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";4;16;1;18;-1,09861228866811;0,577350269189626;-2,83321334405622;1,02899151085505;1,21302263984585;0,879902707251645;"Herbst N, Voderholzer U, Thiel N, Schaub R, Knaevelsrud C, Stracke S, et al. No talking, just writing! Efficacy of an Internet-based cognitive behavioral therapy with exposure and response prevention in obsessive compulsive disorder. Psychother Psychosom. 2014;83(3):165-75."
"145";"Khodarahimi,2009 -erp";"Khodarahimi,2009";2009;"Other";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";18;20;1;20;2,19722457733622;0,74535599249993;-2,94443897916644;1,02597835208515;2,51230562397611;0,789404677659668;"Khodarahimi S. Satiation therapy and exposure response prevention in the treatment of obsessive compulsive disorder. Journal of Contemporary Psychotherapy. 2009;39(3):203-7."
"146";"Khodarahimi,2009 - oth";"Khodarahimi,2009";2009;"Other";"high";"Obsessive Compulsive Disorder";"Other Psychological Treatment";"Adults";18;20;1;20;2,19722457733622;0,74535599249993;-2,94443897916644;1,02597835208515;2,51230562397611;0,789404677659668;"Khodarahimi S. Satiation therapy and exposure response prevention in the treatment of obsessive compulsive disorder. Journal of Contemporary Psychotherapy. 2009;39(3):203-7."
"147";"Kobayashi,2020";"Kobayashi,2020";2020;"Other";"low";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";3;9;0;8;-0,693147180559945;0,707106781186548;-2,83321334405622;1,455213750218;1,83468451394509;1,43624652096916;"Kobayashi Y, Kanie A, Nakagawa A, Takebayashi Y, Shinmei I, Nakayama N, et al. An evaluation of family-based treatment for OCD in Japan: a pilot randomized controlled trial. Frontiers in psychiatry. 2020;10:932."
"148";"Launes,2019";"Launes,2019";2019;"Europe";"low";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";11;16;0;15;0,78845736036427;0,539359889970594;-3,43398720448515;1,4368424162142;3,07297385894782;1,40065496540041;"Launes G, Hagen K, Sunde T, Öst L-G, Klovning I, Laukvik I-L, et al. A randomized controlled trial of concentrated ERP, self-help and waiting list for obsessive-compulsive disorder: the Bergen 4-day treatment. Frontiers in Psychology. 2019;10:2500."
"149";"Mancebo,2021";"Mancebo,2021";2021;"North America";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";6;31;1;16;-1,42711635564015;0,454606056566195;-2,70805020110221;1,03279555898864;0,819709903868375;0,853323343264866;"Mancebo MC, Yip AG, Boisseau CL, Rasmussen SA, Zlotnick C. Behavioral Therapy Teams for Obsessive-Compulsive Disorder: Lessons Learned From a Pilot Randomized Trial in a Community Mental Health Center. Behav Ther. 2021;52(5):1296-309."
"150";"Matsumoto,2022";"Matsumoto,2022";2022;"Other";"low";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";4;14;2;16;-0,916290731874155;0,591607978309962;-1,94591014905531;0,755928946018454;0,716998396382125;0,701890763847753;"Matsumoto K, Hamatani S, Makino T, Takahashi J, Suzuki F, Ida T, et al. Guided internet-based cognitive behavioral therapy for obsessive-compulsive disorder: A multicenter randomized controlled trial in Japan. Internet interventions. 2022;28:100515."
"151";"O'Connor,1999";"O'Connor,1999";1999;"North America";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";3;6;0;6;0;0,816496580927726;-2,56494935746154;1,46759877141069;1,94591014905531;1,40642169281549;"O'Connor K, Todorov C, Robillard S, Borgeat F, Brault M. Cognitive-behaviour therapy and medication in the treatment of obsessive-compulsive disorder: a controlled study. The Canadian Journal of Psychiatry. 1999;44(1):64-71."
"152";"O'Connor,2006";"O'Connor,2006";2006;"North America";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";5;10;0;10;0;0,632455532033676;-3,04452243772342;1,44749372891149;2,39789527279837;1,41114917402165;"O'Connor KP, Aardema F, Robillard S, Guay S, Pélissier MC, Todorov C, et al. Cognitive behaviour therapy and medication in the treatment of obsessive-compulsive disorder. Acta Psychiatr Scand. 2006;113(5):408-19."
"153";"Rupp,2019";"Rupp,2019";2019;"Europe";"high";"Obsessive Compulsive Disorder";"Other Psychological Treatment";"Adults";3;20;0;20;-1,73460105538811;0,626224291085149;-3,71357206670431;1,43135617084109;1,94591014905531;1,47924078841294;"Rupp C, Jürgens C, Doebler P, Andor F, Buhlmann U. A randomized waitlist-controlled trial comparing detached mindfulness and cognitive restructuring in obsessive-compulsive disorder. PLoS One. 2019;14(3):e0213895."
"154";"van-Balkom,1998-CT";"van";1998;"Europe";"high";"Obsessive Compulsive Disorder";"Other Psychological Treatment";"Adults";5;25;0;18;-1,38629436111989;0,5;-3,61091791264422;1,43319714416896;2,07698755271827;1,4451811102729;"van Balkom AJ, de Haan E, van Oppen P, Spinhoven P, Hoogduin KA, van Dyck R. Cognitive and behavioral therapies alone versus in combination with fluvoxamine in the treatment of obsessive compulsive disorder. The Journal of nervous and mental disease. 1998;186(8):492-9."
"155";"van-Balkom,1998-ERP";"van";1998;"Europe";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";5;22;0;18;-1,22377543162212;0,508747019069168;-3,61091791264422;1,43319714416896;2,20215069567228;1,44337094446289;"van Balkom AJ, de Haan E, van Oppen P, Spinhoven P, Hoogduin KA, van Dyck R. Cognitive and behavioral therapies alone versus in combination with fluvoxamine in the treatment of obsessive compulsive disorder. The Journal of nervous and mental disease. 1998;186(8):492-9."
"156";"Vogel,2014";"Vogel,2014";2014;"Europe";"high";"Obsessive Compulsive Disorder";"Exposure & Response Prevention";"Adults";5;10;0;10;0;0,632455532033676;-3,04452243772342;1,44749372891149;2,39789527279837;1,41114917402165;"Vogel PA, Solem S, Hagen K, Moen EM, Launes G, Håland ÅT, et al. A pilot randomized controlled trial of videoconference-assisted treatment for obsessive-compulsive disorder. Behaviour research and therapy. 2014;63:162-8."
"157";"Volpato-Cordioli,2003";"Volpato";2003;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";9;23;1;24;-0,441832752279039;0,427246629641104;-3,13549421592915;1,0215078369105;1,8874993868989;0,829795340154082;"Volpato Cordioli A, Heldt E, Braga Bochi D, Margis R, Basso de Sousa M, Fonseca Tonello J, et al. Cognitive-behavioral group therapy in obsessive-compulsive disorder: a randomized clinical trial. Psychother Psychosom. 2003;72(4):211-6."
"158";"Wilhelm,2009";"Wilhelm,2009";2009;"North America";"high";"Obsessive Compulsive Disorder";"Other Psychological Treatment";"Adults";4;12;0;12;-0,693147180559945;0,612372435695794;-3,2188758248682;1,4422205101856;2,19722457733622;1,4360439485692;"Wilhelm S, Steketee G, Fama JM, Buhlmann U, Teachman BA, Golan E. Modular cognitive therapy for obsessive-compulsive disorder: A wait-list controlled trial. Journal of Cognitive Psychotherapy. 2009;23(4):294-305."
"159";"Wootton,2013 - bibl";"Wootton,2013";2013;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";7;20;0;17;-0,619039208406224;0,468807230938495;-3,55534806148941;1,43427433120127;2,54982619588732;1,42387147888621;"Wootton BM, Dear BF, Johnston L, Terides MD, Titov N. Remote treatment of obsessive-compulsive disorder: A randomized controlled trial. Journal of Obsessive-Compulsive and Related Disorders 2 (2013) 375–384"
"160";"Wootton,2013 -iCBT";"Wootton,2013";2013;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";7;15;0;17;-0,133531392624523;0,517549169506766;-3,55534806148941;1,43427433120127;2,82941105810648;1,41833506166851;"Wootton BM, Dear BF, Johnston L, Terides MD, Titov N. Remote treatment of obsessive-compulsive disorder: A randomized controlled trial. Journal of Obsessive-Compulsive and Related Disorders 2 (2013) 375–384"
"161";"Zejuan-Fu,2016";"Zejuan";2016;"Other";"high";"Obsessive Compulsive Disorder";"Cognitive Behavior Therapy";"Adults";1;50;0;50;-3,89182029811063;1,01015254455221;-4,61512051684126;1,4211973755246;1,09861228866811;1,62082161457411;"Fu Z, Xie H (2015). Effect evaluation of cognitive behavior intervention therapy in improving psychological status and quality of life in patients with obsessive-compulsive disorder. Journal of Clinical Medicine in Practice, 12, 15. DOI: 10.7619/jcmp.201608006"
"162";"Addis, 2004";"Addis, 2004";2004;"North America";"low";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";15;36;15;42;-0,336472236621213;0,338061701891407;-0,587786664902119;0,322030594359765;0,152191815341925;0,279473766256938;"Addis ME, Hatgis C, Krasnow AD, Jacob K, Bourne L, Mansfield A. Effectiveness of cognitive--behavioral treatment for panic disorder versus treatment as usual in a managed care setting. Journal of consulting and clinical psychology. 2004;72(4):625-35."
"163";"Bakker, 1999";"Bakker, 1999";1999;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";7;35;4;32;-1,38629436111989;0,422577127364258;-1,94591014905531;0,534522483824849;0,422533016620312;0,544625844687725;"Bakker A, van Dyck R, Spinhoven P, van Balkom AJ. Paroxetine, clomipramine, and cognitive therapy in the treatment of panic disorder. The Journal of clinical psychiatry. 1999;60(12):831-8."
"164";"Barlow, 1989 - pt";"Barlow, 1989";1989;"North America";"high";"Panic Disorder";"Other Psychological Treatment";"Adults";5;15;4;16;-0,693147180559945;0,547722557505166;-1,09861228866811;0,577350269189626;0,263191052443485;0,528127081678345;"Barlow DH CM, Cerny JA, Klosko JS. Behavioral treatment of panic disorder. Behavior Therapy. 1989;20(2):261-82."
"165";"Barlow, 1989 - cbt";"Barlow, 1989";1989;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";8;16;4;16;0;0,5;-1,09861228866811;0,577350269189626;0,635988766719997;0,467607912501094;"Barlow DH CM, Cerny JA, Klosko JS. Behavioral treatment of panic disorder. Behavior Therapy. 1989;20(2):261-82."
"166";"Barlow, 1989 - cbt+rel";"Barlow, 1989";1989;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";8;20;4;16;-0,405465108108164;0,456435464587638;-1,09861228866811;0,577350269189626;0,418924261482169;0,480086172092899;"Barlow DH CM, Cerny JA, Klosko JS. Behavioral treatment of panic disorder. Behavior Therapy. 1989;20(2):261-82."
"167";"Barlow, 2000";"Barlow, 2000";2000;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";29;77;6;24;-0,503905180921417;0,235193732811959;-1,09861228866811;0,471404520791032;0,360983267635563;0,366094122588489;"Barlow DH, Gorman JM, Shear MK, Woods SW. Cognitive-behavioral therapy, imipramine, or their combination for panic disorder: A randomized controlled trial. Jama. 2000;283(19):2529-36."
"168";"Beck, 1992";"Beck, 1992";1992;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";13;17;7;16;1,17865499634165;0,571771874896866;-0,251314428280906;0,50395263067897;0,528946164879186;0,299430275120085;"Beck AT, Sokol L, Clark DA, Berchick R, Wright F. A crossover study of focused cognitive therapy for panic disorder. The American journal of psychiatry. 1992;149(6):778-83."
"169";"Beck, 1994 - ct";"Beck, 1994";1994;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";14;17;8;22;1,54044504094715;0,636209010280352;-0,559615787935423;0,443202630213959;0,785396914211164;0,291590936892091;"Beck JG, Stanley MA, Baldwin LE, Deagle EA, 3rd, Averill PM. Comparison of cognitive therapy and relaxation training for panic disorder. Journal of consulting and clinical psychology. 1994;62(4):818-26."
"170";"Beck, 1994 - pt";"Beck, 1994";1994;"North America";"high";"Panic Disorder";"Other Psychological Treatment";"Adults";8;20;8;22;-0,405465108108164;0,456435464587638;-0,559615787935423;0,443202630213959;0,0930904230660118;0,376920661940595;"Beck JG, Stanley MA, Baldwin LE, Deagle EA, 3rd, Averill PM. Comparison of cognitive therapy and relaxation training for panic disorder. Journal of consulting and clinical psychology. 1994;62(4):818-26."
"171";"Black, 1993";"Black, 1993";1993;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";17;25;11;25;0,75377180237638;0,428746462856272;-0,241162056816888;0,40291148201269;0,419853845560264;0,256257695168297;"Black DW, Wesner R, Bowers W, Gabel J. A comparison of fluvoxamine, cognitive therapy, and placebo in the treatment of panic disorder. Archives of general psychiatry. 1993;50(1):44-50."
"172";"Botella, 2007 - in v";"Botella, 2007";2004;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";6;12;1;13;0;0,577350269189626;-2,484906649788;1,04083299973307;1,54329810992956;0,816356996931334;"Botella C, García-Palacios A, Villa H, Baños RM, Quero S, Alcañiz M, et al. Virtual reality exposure in the treatment of panic disorder and agoraphobia: A controlled study. Clinical Psychology & Psychotherapy. 2007;14(3):164-75."
"173";"Botella, 2007 - vr";"Botella, 2007";2004;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";8;12;1;13;0,693147180559945;0,612372435695794;-2,484906649788;1,04083299973307;1,81156209652423;0,793876345167257;"Botella C, García-Palacios A, Villa H, Baños RM, Quero S, Alcañiz M, et al. Virtual reality exposure in the treatment of panic disorder and agoraphobia: A controlled study. Clinical Psychology & Psychotherapy. 2007;14(3):164-75."
"174";"Carlbring, 2006";"Carlbring, 2006";2006;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";7;30;2;30;-1,18958406687384;0,431665847301716;-2,63905732961526;0,7319250547114;1,09861228866811;0,683929501368036;"Carlbring P, Bohman S, Brunt S, Buhrman M, Westling BE, Ekselius L, et al. Remote treatment of panic disorder: a randomized trial of internet-based cognitive behavior therapy supplemented with telephone calls. The American journal of psychiatry. 2006;163(12):2119-25."
"175";"Carlbring, 2001";"Carlbring, 2001";2001;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";3;21;1;20;-1,79175946922805;0,623609564462324;-2,94443897916644;1,02597835208515;0,799669811397949;0,925790924922629;"Carlbring P, Westling BE, Ljungstrand P, Ekselius L, Andersson G. Treatment of panic disorder via the Internet: A randomized trial of a self-help program. Behavior Therapy. 2001;32(4):751-64."
"176";"Carter, 2003";"Carter, 2003";2003;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";7;17;0;15;-0,356674943938732;0,492805380304581;-3,43398720448515;1,4368424162142;2,58668934409794;1,41833506166851;"Carter MM, Sbrocco T, Gore KL, Marin NW, Lewis EL. Cognitive-behavioral group therapy versus a wait-list control in the treatment of African American women with panic disorder. Cognitive therapy and research. 2003;27(5):505‐18."
"177";"Ciuca, 2018";"Ciuca, 2018";2018;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";25;36;8;38;0,82098055206983;0,361813613493316;-1,32175583998232;0,397911212877111;1,1519582693734;0,321700884130026;"Ciuca AM, Berger T, Crişan LG, Miclea M. Internet-based treatment for panic disorder: A three-arm randomized controlled trial comparing guided (via real-time video sessions) with unguided self-help treatment and a waitlist control. PAXPD study results. Journal of Anxiety Disorders. 2018;56:43-55."
"178";"Clark, 1999 - full";"Clark, 1999";1999;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";5;14;0;14;-0,587786664902119;0,557773351022717;-3,36729582998647;1,43838990445615;2,39789527279837;1,42964581184831;"Clark DM, Salkovskis PM, Hackmann A, Wells A, Ludgate J, Gelder M. Brief cognitive therapy for panic disorder: a randomized controlled trial. Journal of consulting and clinical psychology. 1999;67(4):583-9."
"179";"Clark, 1999 - brief";"Clark, 1999";1999;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";6;14;0;14;-0,287682072451781;0,540061724867322;-3,36729582998647;1,43838990445615;2,56494935746154;1,41982925711629;"Clark DM, Salkovskis PM, Hackmann A, Wells A, Ludgate J, Gelder M. Brief cognitive therapy for panic disorder: a randomized controlled trial. Journal of consulting and clinical psychology. 1999;67(4):583-9."
"180";"Craske, 2005";"Craske, 2005";2005;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";11;27;1;16;-0,374693449441411;0,39167472590032;-2,70805020110221;1,03279555898864;1,52605630349505;0,810341589353589;"Craske MG, Lang AJ, Aikins D, Mystkowski JL. Cognitive behavioral therapy for nocturnal panic. Behavior therapy. 2005;36(1):43‐54."
"181";"Craske, 2011";"Craske, 2011";2011;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";62;126;47;136;-0,0317486983145803;0,178196611241809;-0,638488768022081;0,180312370071664;0,3505191521592;0,147720973165692;"Craske MG, Stein MB, Sullivan G, Sherbourne C, Bystritsky A, Rose RD, et al. Disorder-specific impact of coordinated anxiety learning and management treatment for anxiety disorders in primary care. Archives of general psychiatry. 2011;68(4):378-88."
"182";"Erickson, 2007";"Erickson, 2007";2007;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";5;11;3;10;-0,182321556793955;0,605530070819498;-0,847297860387204;0,690065559342354;0,361013345537331;0,534170244917519;"Erickson DH, Janeck AS, Tallman K. A cognitive-behavioral group for patients with various anxiety disorders. Psychiatric services (Washington, DC). 2007;58(9):1205-11."
"183";"Feske, 1997";"Feske, 1997";1997;"North America";"high";"Panic Disorder";"Other Psychological Treatment";"Adults";2;18;2;12;-2,07944154167984;0,75;-1,6094379124341;0,774596669241483;-0,392042087776024;0,816055112076351;"Feske U, Goldstein AJ. Eye movement desensitization and reprocessing treatment for panic disorder: a controlled outcome and partial dismantling study. Journal of consulting and clinical psychology. 1997;65(6):1026-35."
"184";"Gensichen, 2020";"Gensichen, 2020";2020;"Europe";"low";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";42;230;27;189;-1,49877234454658;0,170671241706663;-1,79175946922805;0,207869854820775;0,239456233343623;0,224226689935732;"Gensichen J, Hiller TS, Breitbart J, Brettschneider C, Teismann T, Schumacher U, et al. Panic Disorder in Primary Care. Deutsches Arzteblatt international. 2019;116(10):159-66."
"185";"Gloster, 2015";"Gloster, 2015";2015;"Europe";"high";"Panic Disorder";"Other Psychological Treatment";"Adults";4;41;0;10;-2,22462355152433;0,526333570112174;-3,04452243772342;1,44749372891149;0,822906407263045;1,45013369778168;"Gloster AT, Sonntag R, Hoyer J, Meyer AH, Heinze S, Ströhle A, et al. Treating treatment-resistant patients with panic disorder and agoraphobia using psychotherapy: A randomized controlled switching trial. Psychotherapy and Psychosomatics. 2015;84(2):100-9."
"186";"Gloster, 2011 - t+";"Gloster, 2011";2011;"Europe";"low";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";33;163;1;68;-1,3710268889891;0,194923928739747;-4,20469261939097;1,00743504660813;2,23610108565373;0,822072177389715;"Gloster AT, Wittchen HU, Einsle F, Lang T, Helbig-Lang S, Fydrich T, et al. Psychological treatment for panic disorder with agoraphobia: a randomized controlled trial to examine the role of therapist-guided exposure in situ in CBT. Journal of consulting and clinical psychology. 2011;79(3):406-20."
"187";"Gloster, 2011 - t-";"Gloster, 2011";2011;"Europe";"low";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";22;138;1;68;-1,66254773774805;0,232540824608751;-4,20469261939097;1,00743504660813;2,004013620743;0,830236324403255;"Gloster AT, Wittchen HU, Einsle F, Lang T, Helbig-Lang S, Fydrich T, et al. Psychological treatment for panic disorder with agoraphobia: a randomized controlled trial to examine the role of therapist-guided exposure in situ in CBT. Journal of consulting and clinical psychology. 2011;79(3):406-20."
"188";"Goldstein, 2000";"Goldstein, 2000";2000;"North America";"high";"Panic Disorder";"Other Psychological Treatment";"Adults";4;14;1;13;-0,916290731874155;0,591607978309962;-2,484906649788;1,04083299973307;1,02715332468596;0,863625669820806;"Goldstein AJ, de Beurs E, Chambless DL, Wilson KA. EMDR for panic disorder with agoraphobia: comparison with waiting list and credible attention-placebo control conditions. Journal of consulting and clinical psychology. 2000;68(6):947-56."
"189";"Gould, 1993 - bt";"Gould, 1993";1993;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";0;11;0;11;-3,13549421592915;1,44463023702923;-3,13549421592915;1,44463023702923;0;1,9560385876873;"Gould RA, Clum GA, Shapiro D. The use of bibliotherapy in the treatment of panic: A preliminary investigation. Behavior Therapy. 1993;24(2):241-52."
"190";"Gould, 1993 - itgic";"Gould, 1993";1993;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";0;9;0;11;-2,94443897916644;1,45095250022002;-3,13549421592915;1,44463023702923;0,191055236762709;1,95135345859384;"Gould RA, Clum GA, Shapiro D. The use of bibliotherapy in the treatment of panic: A preliminary investigation. Behavior Therapy. 1993;24(2):241-52."
"191";"Hazen 1996 - sh";"Hazen 1996";1996;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";8;26;2;27;-0,810930216216329;0,424918292799399;-2,52572864430826;0,734846922834953;1,26081670330246;0,665993673696147;"Hazen AL, Walker JR, Eldridge GD. Anxiety sensitivity and treatment outcome in panic disorder. 1996;2(1):34-9."
"192";"Hazen 1996 - pr";"Hazen 1996";1996;"North America";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";11;26;2;27;-0,31015492830384;0,396958130759099;-2,52572864430826;0,734846922834953;1,5630975751754;0,642539521211645;"Hazen AL, Walker JR, Eldridge GD. Anxiety sensitivity and treatment outcome in panic disorder. 1996;2(1):34-9."
"193";"Hendriks, 2010";"Hendriks, 2010";2010;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Older Adults";1;20;1;12;-2,94443897916644;1,02597835208515;-2,39789527279837;1,04446593573419;-0,494696241836107;1,09752122782589;"Hendriks GJ, Keijsers GP, Kampman M, Oude Voshaar RC, Verbraak MJ, Broekman TG, et al. A randomized controlled study of paroxetine and cognitive-behavioural therapy for late-life panic disorder. Acta psychiatrica Scandinavica. 2010;122(1):11-9."
"194";"Ito, 2001 - ex";"Ito, 2001";2001;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";8;21;0;18;-0,485507815781701;0,449358517136459;-3,61091791264422;1,43319714416896;2,68293114100688;1,42023990116547;"Ito LM, de Araujo LA, Tess VL, de Barros-Neto TP, Asbahr FR, Marks I. Self-exposure therapy for panic disorder with agoraphobia: randomised controlled study of external v. interoceptive self-exposure. The British journal of psychiatry : the journal of mental science. 2001;178:331-6."
"195";"Ito, 2001 - int";"Ito, 2001";2001;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";4;20;0;18;-1,38629436111989;0,559016994374947;-3,61091791264422;1,43319714416896;2,09457042327614;1,4558116912442;"Ito LM, de Araujo LA, Tess VL, de Barros-Neto TP, Asbahr FR, Marks I. Self-exposure therapy for panic disorder with agoraphobia: randomised controlled study of external v. interoceptive self-exposure. The British journal of psychiatry : the journal of mental science. 2001;178:331-6."
"196";"Ito, 2001 - com";"Ito, 2001";2001;"Europe";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";9;21;0;18;-0,287682072451781;0,440958551844098;-3,61091791264422;1,43319714416896;2,7941567761171;1,41587339685923;"Ito LM, de Araujo LA, Tess VL, de Barros-Neto TP, Asbahr FR, Marks I. Self-exposure therapy for panic disorder with agoraphobia: randomised controlled study of external v. interoceptive self-exposure. The British journal of psychiatry : the journal of mental science. 2001;178:331-6."
"197";"Kenardy, 2003 - 12";"Kenardy, 2003";2003;"Australia";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";11;42;3;41;-1,03609193168678;0,350951785043501;-2,53897387105828;0,599707531057446;1,16577341818012;0,570127187692835;"Kenardy JA, Dow MG, Johnston DW, Newman MG, Thomson A, Taylor CB. A comparison of delivery methods of cognitive-behavioral therapy for panic disorder: an international multicenter trial. Journal of consulting and clinical psychology. 2003;71(6):1068-75."
"198";"Kenardy, 2003 - 6";"Kenardy, 2003";2003;"Australia";"high";"Panic Disorder";"Cognitive Behavior Therapy";"Adults";10;39;3;41;-1,06471073699243;0,366718909548839;-2,53897387105828;0,599707531057446;1,14800504399769;0,575794702749174;"Kenardy JA, Dow MG, Johnston DW, Newman MG, Thomson A, Taylor CB. A comparison of delivery methods of cognitive-behavioral therapy for panic disorder: an international multicenter trial. Journal of consulting and clinical psychology. 2003;71(6):1068-75."
